"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26"
"1121","Zotu1121","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.11,"Hydrozoa","class",0.04,"Limnomedusae","order",0,"Olindiasidae","family",0,"Cubaia","genus",0,"Cubaia aphrodite","species",0
"1124","Zotu1124","","root","root",1,"Eukaryota","superkingdom",1,"Chordata","phylum",0.71,"Aves","class",0.32,"Passeriformes","order",0.28,"Sturnidae","family",0.07,"Streptocitta","genus",0.05,"Streptocitta albicollis","species",0.05
"1125","Zotu1125","","root","root",1,"Eukaryota","superkingdom",1,"Porifera","phylum",0.26,"Homoscleromorpha","class",0.07,"Homosclerophorida","order",0.07,"Plakinidae","family",0.07,"Oscarella","genus",0.07,"Oscarella malakhovi","species",0.05
"1127","Zotu1127","","root","root",1,"Eukaryota","superkingdom",1,"Platyhelminthes","phylum",0.17,"Cestoda","class",0.1,"Cyclophyllidea","order",0.08,"Dipylidiidae","family",0.06,"Dipylidium","genus",0.06,"Dipylidium caninum","species",0.06
"1128","Zotu1128","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.32,"Hydrozoa","class",0.25,"Leptothecata","order",0.08,"Campanulariidae","family",0.07,"Clytia","genus",0.07,"Clytia elsaeoswaldae","species",0.07
"1129","Zotu1129","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.66,"Insecta","class",0.53,"Diptera","order",0.15,"Agromyzidae","family",0.04,"Liriomyza","genus",0.04,"Liriomyza cicerina","species",0.04
"1130","Zotu1130","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.45,"Anthozoa","class",0.24,"Scleractinia","order",0.07,"Pocilloporidae","family",0.05,"Pocillopora","genus",0.05,"Pocillopora eydouxi","species",0.05
"1132","Zotu1132","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.44,"Arachnida","class",0.07,"Scorpiones","order",0.05,"Bothriuridae","family",0.03,"Brachistosternus","genus",0.03,"Brachistosternus chango","species",0.03
"1133","Zotu1133","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.52,"Insecta","class",0.37,"Coleoptera","order",0.12,"Cerambycidae","family",0,"Tetraopes","genus",0,"Tetraopes pilosus","species",0
"1134","Zotu1134","","root","root",1,"Eukaryota","superkingdom",1,"Porifera","phylum",0.21,"Demospongiae","class",0.2,"Hadromerida","order",0.05,"Clionaidae","family",0.02,"Pione","genus",0.02,"Pione velans","species",0.02
"1135","Zotu1135","","root","root",1,"Eukaryota","superkingdom",1,"Porifera","phylum",0.18,"Demospongiae","class",0.18,"Poecilosclerida","order",0.13,"Raspailiidae","family",0.1,"Hymeraphia","genus",0.1,"Hymeraphia breeni","species",0.1
"1139","Zotu1139","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.44,"Hydrozoa","class",0.25,"Anthoathecata","order",0.15,"Corynidae","family",0.12,"Codonium","genus",0.12,"Codonium proliferum","species",0.12
"1140","Zotu1140","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.54,"Insecta","class",0.44,"Lepidoptera","order",0.25,"Lycaenidae","family",0.14,"Tomares","genus",0.07,"Tomares ballus","species",0.07
"1141","Zotu1141","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.52,"Anthozoa","class",0.25,"Pennatulacea","order",0.14,"Renillidae","family",0.13,"Renilla","genus",0.13,"Renilla muelleri","species",0.13
"1142","Zotu1142","","root","root",1,"Eukaryota","superkingdom",1,"Platyhelminthes","phylum",0.02,"Polycladida","order",0.02,"Callioplanidae","family",0.02,"Pseudostylochus","genus",0.02,"Pseudostylochus intermedius","species",0.02,"","",NA
"1144","Zotu1144","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.39,"Arachnida","class",0.14,"Araneae","order",0.08,"Linyphiidae","family",0,"Linyphantes","genus",0,"Linyphantes aeronauticus","species",0
"1145","Zotu1145","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.49,"Malacostraca","class",0,"Decapoda","order",0,"Upogebiidae","family",0,"Austinogebia","genus",0,"Austinogebia edulis","species",0
"1146","Zotu1146","","root","root",1,"Eukaryota","superkingdom",1,"Porifera","phylum",0.1,"Homoscleromorpha","class",0.03,"Homosclerophorida","order",0.03,"Plakinidae","family",0.03,"Oscarella","genus",0.03,"Oscarella malakhovi","species",0.03
"1147","Zotu1147","","root","root",1,"Eukaryota","superkingdom",1,"Myzostomida","phylum",0.06,"Myzostoma","genus",0.06,"Myzostoma seymourcollegiorum","species",0.06,"","",NA,"","",NA,"","",NA
"1148","Zotu1148","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.3,"Hydrozoa","class",0.23,"Siphonophorae","order",0.09,"Apolemiidae","family",0.07,"Apolemia","genus",0.07,"Apolemia lanosa","species",0.07
"1149","Zotu1149","","root","root",1,"Eukaryota","superkingdom",1,"Porifera","phylum",0.16,"Homoscleromorpha","class",0.06,"Homosclerophorida","order",0.06,"Plakinidae","family",0.06,"Pseudocorticium","genus",0.04,"Pseudocorticium jarrei","species",0.04
"1150","Zotu1150","","root","root",1,"Eukaryota","superkingdom",1,"Nematoda","phylum",0.1,"Chromadorea","class",0.1,"Rhabditida","order",0.09,"Syngamidae","family",0.09,"Syngamus","genus",0.09,"Syngamus trachea","species",0.09
"1151","Zotu1151","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.61,"Insecta","class",0.43,"Hymenoptera","order",0.21,"Braconidae","family",0.12,"Vojtechirogas","genus",0.1,"Vojtechirogas novotnyi","species",0.1
"1152","Zotu1152","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.3,"Hydrozoa","class",0.28,"Siphonophorae","order",0.13,"Apolemiidae","family",0.1,"Apolemia","genus",0.1,"Apolemia rubriversa","species",0.09
"1153","Zotu1153","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.54,"Insecta","class",0.35,"Hemiptera","order",0.05,"Cicadellidae","family",0.03,"Ciminius","genus",0.02,"Ciminius sidanus","species",0.02
"1154","Zotu1154","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.28,"Hydrozoa","class",0.07,"Anthoathecata","order",0.02,"Ptilocodiidae","family",0.02,"Hydrichthella","genus",0.02,"Hydrichthella epigorgia","species",0.02
"1156","Zotu1156","","root","root",1,"Eukaryota","superkingdom",1,"Porifera","phylum",0.23,"Homoscleromorpha","class",0.05,"Homosclerophorida","order",0.05,"Plakinidae","family",0.05,"Oscarella","genus",0.02,"Oscarella malakhovi","species",0.02
"1158","Zotu1158","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.47,"Hydrozoa","class",0.45,"Narcomedusae","order",0.1,"Tetraplatia","genus",0.1,"Tetraplatia volitans","species",0.1,"","",NA
"1159","Zotu1159","","root","root",1,"Eukaryota","superkingdom",1,"Mollusca","phylum",0.25,"Gastropoda","class",0.16,"Fissurellidae","family",0.07,"Fissurellidea","genus",0.04,"Fissurellidea bimaculata","species",0.04,"","",NA
"1160","Zotu1160","","root","root",1,"Eukaryota","superkingdom",1,"Mollusca","phylum",0.24,"Gastropoda","class",0.21,"Helicarionidae","family",0.1,"Helicarion","genus",0.07,"Helicarion mastersi","species",0.04,"","",NA
"1162","Zotu1162","","root","root",1,"Eukaryota","superkingdom",1,"Chordata","phylum",0.44,"Actinopteri","class",0.28,"Gadiformes","order",0.04,"Macrouridae","family",0.04,"Coryphaenoides","genus",0.03,"Coryphaenoides ferrieri","species",0.03
"1163","Zotu1163","","root","root",1,"Eukaryota","superkingdom",1,"Rotifera","phylum",0.2,"Monogononta","class",0.2,"Ploima","order",0.2,"Asplanchnidae","family",0.19,"Asplanchna","genus",0.19,"Asplanchna sieboldi","species",0.19
"1164","Zotu1164","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.57,"Insecta","class",0.45,"Lepidoptera","order",0.09,"Nymphalidae","family",0.06,"Brassolis","genus",0.01,"Brassolis sophorae","species",0.01
"1166","Zotu1166","","root","root",1,"Eukaryota","superkingdom",1,"Mollusca","phylum",0.3,"Gastropoda","class",0.3,"Mitridae","family",0.01,"Mitra","genus",0.01,"Mitra assimilis","species",0.01,"","",NA
"1167","Zotu1167","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.36,"Hydrozoa","class",0.21,"Siphonophorae","order",0.13,"Physophoridae","family",0.08,"Physophora","genus",0.08,"Physophora hydrostatica","species",0.08
"1168","Zotu1168","","root","root",1,"Eukaryota","superkingdom",1,"Onychophora","phylum",0.1,"Peripatidae","family",0.1,"Peripatus","genus",0.1,"Peripatus dominicae","species",0.1,"","",NA,"","",NA
"1170","Zotu1170","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.36,"Arachnida","class",0.05,"Astigmata","order",0.01,"Psoroptoididae","family",0.01,"Pandalura","genus",0.01,"Pandalura strigisoti","species",0.01
"1171","Zotu1171","","root","root",1,"Eukaryota","superkingdom",1,"Chordata","phylum",1,"Ascidiacea","class",1,"Stolidobranchia","order",1,"Pyuridae","family",1,"Pyura","genus",1,"Pyura praeputialis","species",1
"1172","Zotu1172","","root","root",1,"Eukaryota","superkingdom",1,"Nemertea","phylum",0.08,"Enopla","class",0.07,"Monostilifera","order",0.07,"Prosorhochmidae","family",0.06,"Prosadenoporus","genus",0.06,"Prosadenoporus mortoni","species",0.04
"1174","Zotu1174","","root","root",1,"Eukaryota","superkingdom",1,"Platyhelminthes","phylum",0.28,"Cestoda","class",0.15,"Diphyllobothriidea","order",0.03,"Diphyllobothriidae","family",0.03,"Sparganum","genus",0.03,"Sparganum proliferum","species",0.03
"1175","Zotu1175","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.27,"Anthozoa","class",0.21,"Scleractinia","order",0.17,"Caryophylliidae","family",0.13,"Rhizosmilia","genus",0.05,"Rhizosmilia robusta","species",0.05
"1178","Zotu1178","","root","root",1,"Eukaryota","superkingdom",1,"Annelida","phylum",0.11,"Haplotaxida","order",0.1,"Naididae","family",0.08,"Allonais","genus",0.08,"Allonais paraguayensis","species",0.08,"","",NA
"1180","Zotu1180","","root","root",1,"Eukaryota","superkingdom",1,"Porifera","phylum",0.25,"Demospongiae","class",0.25,"Poecilosclerida","order",0.05,"Raspailiidae","family",0.04,"Raspailia","genus",0.03,"Raspailia hispida","species",0.02
"1181","Zotu1181","","root","root",1,"Eukaryota","superkingdom",1,"Porifera","phylum",0.06,"Demospongiae","class",0.05,"Haplosclerida","order",0.02,"Petrosiidae","family",0.02,"Xestospongia","genus",0.02,"Xestospongia proxima","species",0.02
"1184","Zotu1184","","root","root",1,"Eukaryota","superkingdom",1,"Porifera","phylum",0.17,"Demospongiae","class",0.15,"Astrophorida","order",0.14,"Vulcanellidae","family",0.12,"Vulcanella","genus",0.08,"Vulcanella aberrans","species",0.07
"1185","Zotu1185","","root","root",1,"Eukaryota","superkingdom",1,"Porifera","phylum",0.15,"Demospongiae","class",0.12,"Poecilosclerida","order",0.05,"Raspailiidae","family",0.03,"Hymeraphia","genus",0,"Hymeraphia breeni","species",0
"1187","Zotu1187","","root","root",1,"Eukaryota","superkingdom",1,"Annelida","phylum",0.29,"Polychaeta","class",0.27,"Terebellida","order",0.26,"Alvinellidae","family",0.26,"Paralvinella","genus",0.26,"Paralvinella sulfincola","species",0.26
"1188","Zotu1188","","root","root",1,"Eukaryota","superkingdom",1,"Chordata","phylum",0.52,"Aves","class",0.24,"Passeriformes","order",0.21,"Acanthizidae","family",0.13,"Gerygone","genus",0.12,"Gerygone fusca","species",0.11
"1191","Zotu1191","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.3,"Anthozoa","class",0.19,"Actiniaria","order",0.1,"Hormathiidae","family",0.05,"Hormathia","genus",0.05,"Hormathia digitata","species",0.05
"1192","Zotu1192","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.31,"Hydrozoa","class",0.14,"Siphonophorae","order",0.09,"Agalmatidae","family",0.05,"Marrus","genus",0.05,"Marrus orthocanna","species",0.05
"1193","Zotu1193","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.52,"Insecta","class",0.43,"Coleoptera","order",0.09,"Curculionidae","family",0.03,"Apodrosus","genus",0.02,"Apodrosus quisqueyanus","species",0.02
"1194","Zotu1194","","root","root",1,"Eukaryota","superkingdom",1,"Porifera","phylum",0.05,"Demospongiae","class",0.05,"Poecilosclerida","order",0.02,"Raspailiidae","family",0.01,"Endectyon","genus",0.01,"Endectyon delaubenfelsi","species",0.01
"1195","Zotu1195","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.23,"Hydrozoa","class",0.22,"Narcomedusae","order",0.05,"Tetraplatia","genus",0.05,"Tetraplatia volitans","species",0.05,"","",NA
"1196","Zotu1196","","root","root",1,"Eukaryota","superkingdom",1,"Porifera","phylum",0.08,"Homoscleromorpha","class",0.04,"Homosclerophorida","order",0.04,"Plakinidae","family",0.04,"Plakina","genus",0.04,"Plakina monolopha","species",0.03
"1197","Zotu1197","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.16,"Hydrozoa","class",0.16,"Siphonophorae","order",0.05,"Prayidae","family",0.04,"Praya","genus",0.04,"Praya dubia","species",0.04
"1198","Zotu1198","","root","root",1,"Eukaryota","superkingdom",1,"Nemertea","phylum",0.05,"Enopla","class",0.05,"Monostilifera","order",0.05,"Ototyphlonemertidae","family",0.02,"Ototyphlonemertes","genus",0.02,"Ototyphlonemertes correae","species",0.02
"1199","Zotu1199","","root","root",1,"Eukaryota","superkingdom",1,"Mollusca","phylum",0.1,"Gastropoda","class",0.06,"Planorbidae","family",0.02,"Anisus","genus",0,"Anisus spirorbis","species",0,"","",NA
"1201","Zotu1201","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.44,"Insecta","class",0.28,"Diptera","order",0.07,"Syrphidae","family",0.06,"Toxomerus","genus",0.03,"Toxomerus ciliatus","species",0.02
"1202","Zotu1202","","root","root",1,"Eukaryota","superkingdom",1,"Mollusca","phylum",0.18,"Bivalvia","class",0.1,"Unionoida","order",0.05,"Mycetopodidae","family",0.05,"Tamsiella","genus",0.05,"Tamsiella tamsiana","species",0.05
"1203","Zotu1203","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.68,"Insecta","class",0.5,"Diptera","order",0.18,"Mycetophilidae","family",0.02,"Sciophila","genus",0.02,"Sciophila lutea","species",0.01
"1204","Zotu1204","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.18,"Hydrozoa","class",0.11,"Anthoathecata","order",0.08,"Pennariidae","family",0.03,"Pennaria","genus",0.03,"Pennaria disticha","species",0.03
"1205","Zotu1205","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.6,"Insecta","class",0.37,"Hemiptera","order",0.25,"Cicadidae","family",0.16,"Popplepsalta (nomen nudum)","genus",0.07,"Popplepsalta inversa (nomen nudum)","species",0.07
"1206","Zotu1206","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.63,"Insecta","class",0.54,"Hymenoptera","order",0.21,"Chalcididae","family",0.03,"Haltichella","genus",0.03,"Haltichella rufipes","species",0.03
"1208","Zotu1208","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.63,"Hydrozoa","class",0.61,"Siphonophorae","order",0.2,"Agalmatidae","family",0.14,"Halistemma","genus",0.14,"Halistemma rubrum","species",0.14
"1209","Zotu1209","","root","root",1,"Eukaryota","superkingdom",1,"Nemertea","phylum",0.05,"Enopla","class",0.05,"Monostilifera","order",0.04,"Prosorhochmidae","family",0.04,"Prosadenoporus","genus",0.04,"Prosadenoporus spectaculum","species",0.04
"1210","Zotu1210","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.76,"Insecta","class",0.69,"Neuroptera","order",0.05,"Chrysopidae","family",0.04,"Nineta","genus",0.02,"Nineta itoi","species",0.02
"1212","Zotu1212","","root","root",1,"Eukaryota","superkingdom",1,"Nemertea","phylum",0.17,"Enopla","class",0.03,"Monostilifera","order",0.03,"Phallonemertes","genus",0.03,"Phallonemertes murrayi","species",0.03,"","",NA
"1214","Zotu1214","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.13,"Hydrozoa","class",0.11,"Siphonophorae","order",0.03,"Physophoridae","family",0.02,"Physophora","genus",0.02,"Physophora hydrostatica","species",0.02
"1215","Zotu1215","","root","root",1,"Eukaryota","superkingdom",1,"Mollusca","phylum",0.31,"Gastropoda","class",0.31,"Nudibranchia","order",0.11,"Goniodorididae","family",0.07,"Okenia","genus",0.04,"Okenia amoenula","species",0.03
"1217","Zotu1217","","root","root",1,"Eukaryota","superkingdom",1,"Chordata","phylum",0.08,"Ascidiacea","class",0.08,"Enterogona","order",0.08,"Corellidae","family",0.08,"Rhodosoma","genus",0.08,"Rhodosoma turcicum","species",0.08
"1218","Zotu1218","","root","root",1,"Eukaryota","superkingdom",1,"Chordata","phylum",0.54,"Actinopteri","class",0.24,"Gobiiformes","order",0.02,"Gobiidae","family",0.02,"Amblyeleotris","genus",0.01,"Amblyeleotris periophthalma","species",0.01
"1219","Zotu1219","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.16,"Anthozoa","class",0.13,"Scleractinia","order",0.11,"Caryophylliidae","family",0.08,"Rhizosmilia","genus",0.05,"Rhizosmilia robusta","species",0.05
"1220","Zotu1220","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.23,"Hydrozoa","class",0.17,"Siphonophorae","order",0.11,"Physophoridae","family",0.08,"Physophora","genus",0.08,"Physophora hydrostatica","species",0.08
"1221","Zotu1221","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.35,"Hydrozoa","class",0.32,"Siphonophorae","order",0.21,"Prayidae","family",0.17,"Praya","genus",0.09,"Praya dubia","species",0.09
"1223","Zotu1223","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.41,"Insecta","class",0.35,"Lepidoptera","order",0.14,"Erebidae","family",0.05,"Episcepsis","genus",0.04,"Episcepsis inornata","species",0.04
"1224","Zotu1224","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.6,"Insecta","class",0.35,"Diptera","order",0.22,"Simuliidae","family",0.08,"Simulium","genus",0.08,"Simulium amplum","species",0.06
"1225","Zotu1225","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.43,"Anthozoa","class",0.33,"Alcyonacea","order",0.28,"Gorgoniidae","family",0.09,"Antillogorgia","genus",0.09,"Antillogorgia bipinnata","species",0.09
"1226","Zotu1226","","root","root",1,"Eukaryota","superkingdom",1,"Chordata","phylum",0.95,"Ascidiacea","class",0.95,"Enterogona","order",0.95,"Didemnidae","family",0.93,"Diplosoma","genus",0.93,"Diplosoma listerianum","species",0.93
"1229","Zotu1229","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.29,"Hydrozoa","class",0.23,"Anthoathecata","order",0.09,"Corynidae","family",0.02,"Sarsia","genus",0.02,"Sarsia princeps","species",0.02
"1230","Zotu1230","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.7,"Insecta","class",0.65,"Lepidoptera","order",0.27,"Lycaenidae","family",0.08,"Chrysoritis","genus",0.04,"Chrysoritis pyramus","species",0.02
"1231","Zotu1231","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",1,"Malacostraca","class",1,"Amphipoda","order",1,"Corophiidae","family",1,"Monocorophium","genus",1,"Monocorophium insidiosum","species",1
"1233","Zotu1233","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.47,"Hydrozoa","class",0.45,"Anthoathecata","order",0.28,"Oceaniidae","family",0.15,"Cordylophora","genus",0.14,"Cordylophora caspia","species",0.14
