OTU	assignmentQual	taxID	superkingdom	phylum	class	order	family	genus	species
OTU_28734	Low	96345	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium psychrophilum
OTU_28736	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28737	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28738	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28739	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28740	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28742	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28743	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28744	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28745	Low	112092	Eukaryota		Oomycetes	Saprolegniales	Saprolegniaceae	Aphanomyces	Aphanomyces laevis
OTU_28746	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28747	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28748	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28749	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28750	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28751	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28752	Low	931554	Eukaryota					Copromyxa	Copromyxa protea
OTU_28753	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28754	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28755	Low	239731	Eukaryota				Hartmannellidae	Hartmannella	Hartmannella cantabrigiensis
OTU_28756	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28757	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28758	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28759	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28760	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28761	Low	475722	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Eudendriidae	Eudendrium	Eudendrium rameum
OTU_28763	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28764	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28765	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28766	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28767	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28768	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28769	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28770	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28771	Low	1986952	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae		Sphingobacteriaceae bacterium GW460-11-11-14-LB5
OTU_28772	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28773	Low	1778847	Eukaryota	Annelida	Clitellata	Haplotaxida	Naididae		Tubificinae sp. 1 RV-2016
OTU_28774	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28775	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28776	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28777	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28778	High	1005981	Eukaryota	Arthropoda	Insecta	Diptera	Chironomidae	Polypedilum	Polypedilum cultellatum
OTU_28779	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28780	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28781	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28782	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28783	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28784	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28785	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28786	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28787	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28789	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28790	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28791	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28792	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28793	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28794	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28795	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28796	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28797	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28798	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28800	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28801	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28802	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28803	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28804	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28805	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28806	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28807	Low	78138	Eukaryota	Ascomycota	Leotiomycetes		Myxotrichaceae	Myxotrichum	Myxotrichum deflexum
OTU_28809	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28810	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28811	Low	401703	Eukaryota	Placozoa					Placozoan sp. BZ10101
OTU_28812	Low	1790137	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Wenyingzhuangia	Wenyingzhuangia fucanilytica
OTU_28813	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28814	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28815	Low	533304	Eukaryota	Ascomycota	Leotiomycetes			Leohumicola	Leohumicola levissima
OTU_28816	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28818	Low	442089	Eukaryota	Arthropoda	Insecta	Coleoptera	Torridincolidae	Incoltorrida	Incoltorrida madagassica
OTU_28819	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28820	Low	1318556	Eukaryota	Arthropoda	Branchiopoda	Diplostraca	Macrotrichidae	Macrothrix	Macrothrix sp. HE-364
OTU_28822	Low	529818	Eukaryota				Apusomonadidae	Thecamonas	Thecamonas trahens
OTU_28823	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28824	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28825	Low	985043	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sejongensis
OTU_28826	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28828	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28829	Low	1215624	Eukaryota				Hartmannellidae	Saccamoeba	Saccamoeba sp. MSED6
OTU_28830	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28831	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28832	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28833	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28834	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28835	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28836	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28837	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28838	Low	908858	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	Navicula sp. BOLD:AAO6951
OTU_28839	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28840	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28841	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28842	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28843	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28844	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28845	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28846	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28847	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28848	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28849	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28850	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28851	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28852	Low	870240	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Electridae	Electra	Electra sp. LM-2010
OTU_28853	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28854	Low	2249798	Eukaryota	Arthropoda	Insecta	Hemiptera			Hemiptera sp. BIOUG03768-E03
OTU_28855	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28856	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28858	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28859	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28860	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28861	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28862	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28863	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28864	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28865	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28866	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28867	Low	859653	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae		alpha proteobacterium HIMB5
OTU_28868	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28869	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28870	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28871	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28872	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28873	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28874	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28875	Low	2023062	Eukaryota				Vannellidae	Vannella	Vannella pentlandii
OTU_28876	Low	1522452	Eukaryota	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Nannochloris	Nannochloris sp. MBTD-CMFRI-S048
OTU_28877	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28878	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28879	Low	2562531	Eukaryota	Arthropoda	Arachnida	Trombidiformes	Cunaxidae	Denheyernaxoides	Denheyernaxoides americanus
OTU_28880	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28881	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28882	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28883	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28884	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28885	High	283909	Eukaryota	Annelida	Polychaeta	Capitellida	Capitellidae	Capitella	Capitella teleta
OTU_28886	Low	1291967	Eukaryota	Arthropoda	Insecta	Diptera	Muscidae	Spilogona	Spilogona zaitzevi
OTU_28887	Low	2041279	Eukaryota	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Parmotrema	Parmotrema stuppeum
OTU_28888	High-MH	None	Eukaryota	Arthropoda	Insecta	Trichoptera	Psychomyiidae	Lype	NA
OTU_28889	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28890	Low	2023062	Eukaryota				Vannellidae	Vannella	Vannella pentlandii
OTU_28891	High	996718	Eukaryota	Xenacoelomorpha		Acoela	Isodiametridae	Archaphanostoma	Archaphanostoma macrospiriferum
OTU_28892	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28893	Low	1654810	Eukaryota				Paramoebidae	Cunea	Cunea thuwala
OTU_28894	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28895	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28896	Low	45245	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales		Emericellopsis	Emericellopsis minima
OTU_28897	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28898	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28899	Low	1654810	Eukaryota				Paramoebidae	Cunea	Cunea thuwala
OTU_28900	High	163334	Eukaryota	Rhodophyta	Florideophyceae	Gigartinales	Cystocloniaceae	Calliblepharis	Calliblepharis ciliata
OTU_28902	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28903	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28904	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28905	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28906	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28908	Low	1246322	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	Clytia	Clytia folleata
OTU_28909	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28910	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28911	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28912	Low	62690	Eukaryota	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	Blumeria graminis
OTU_28913	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28914	Low	1485010	Eukaryota		Oomycetes	Pythiales	Pythiaceae	Pythium	Pythium brassicum
OTU_28916	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28917	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28918	Low	2268451	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. FZCC0015
OTU_28919	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28920	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28921	Low	908858	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	Navicula sp. BOLD:AAO6951
OTU_28922	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28923	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28924	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28925	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28926	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28927	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28928	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28929	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28930	Low	162118	Eukaryota		Oomycetes	Peronosporales	Peronosporaceae	Peronospora	Peronospora lamii
OTU_28931	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28932	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28933	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28934	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28935	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28936	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28937	Low	1484680	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	Obelia	Obelia sp. DNZ116
OTU_28938	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28939	Low	2337084	Eukaryota	Arthropoda	Insecta	Diptera	Muscidae	Mydaea	Mydaea nr. furtiva JSYKA533-10
OTU_28940	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28941	Low	75757	Eukaryota			Physariida	Didymiaceae	Didymium	Didymium nigripes
OTU_28942	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28943	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28944	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28945	Low	2003113	Eukaryota		Chrysophyceae	Chromulinales	Chromulinaceae	Pedospumella	Pedospumella sp.
OTU_28946	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28947	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28949	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28950	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28951	Low	1522452	Eukaryota	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Nannochloris	Nannochloris sp. MBTD-CMFRI-S048
OTU_28952	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28953	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28954	Low	1344368	Eukaryota		Oomycetes	Peronosporales	Peronosporaceae	Hyaloperonospora	Hyaloperonospora cardamines-enneaphyllos
OTU_28955	Low	335852	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Apiosporaceae	Arthrinium	Arthrinium arundinis
OTU_28956	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28958	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28959	Low	1841648	Eukaryota		Chrysophyceae	Chromulinales	Chromulinaceae	Pedospumella	Pedospumella sinomuralis
OTU_28960	High	2484550	Eukaryota	Arthropoda	Insecta	Diptera	Empididae	Empis	Empis stercorea
OTU_28961	Low	97222	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	Navicula minima
OTU_28962	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28963	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28964	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28965	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28966	High	1954227	Eukaryota	Mollusca	Bivalvia	Mytiloida	Mytilidae	Arcuatula	Arcuatula senhousia
OTU_28967	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28968	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28969	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28970	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28971	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28972	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28973	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28974	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28975	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28976	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28978	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28979	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28980	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28981	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28982	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28983	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28984	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28985	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28986	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28987	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28988	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28989	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28990	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28991	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28992	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28993	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28994	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28995	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28997	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28998	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_28999	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29000	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29001	Low	1892891	Eukaryota						Amoebozoa sp.
OTU_29002	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29003	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29004	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29005	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29006	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29007	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29008	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29009	Low	96345	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium psychrophilum
OTU_29010	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29011	Low	1622118	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lutibacter	Lutibacter profundi
OTU_29012	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29013	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29014	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29015	Low	862455	Eukaryota	Nematoda	Chromadorea	Monhysterida	Xyalidae	Trichotheristus	Trichotheristus mirabilis
OTU_29016	Low	1601827	Eukaryota	Arthropoda	Insecta	Diptera	Mycetophilidae	Mycetophila	Mycetophila ichneumonea
OTU_29017	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29018	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29019	Low	2301598	Eukaryota				Vexilliferidae	Vexillifera	Vexillifera kereti
OTU_29020	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29021	Low	36331	Eukaryota		Oomycetes	Pythiales	Pythiaceae	Pythium	Pythium irregulare
OTU_29022	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29023	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29024	Low	722774	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles atacamensis
OTU_29025	Low	1892891	Eukaryota						Amoebozoa sp.
OTU_29026	Low	1190596	Eukaryota		Oomycetes	Myzocytiopsidales	Myzocytiopsidaceae	Chlamydomyzium	Chlamydomyzium dictyuchoides
OTU_29027	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29028	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29029	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29030	High	1548228	Eukaryota	Rotifera	Bdelloidea	Philodinida	Habrotrochidae	Habrotrocha	Habrotrocha ligula
OTU_29031	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29032	Low	1986952	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae		Sphingobacteriaceae bacterium GW460-11-11-14-LB5
OTU_29033	Low	120396	Eukaryota		Oomycetes	Saprolegniales	Saprolegniaceae	Achlya	Achlya papillosa
OTU_29034	Low	492575	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	Ceramiaceae	Callithamnion	Callithamnion baileyi
OTU_29035	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29036	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29037	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29038	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29039	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29040	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29041	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29042	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29043	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29044	Low	655981	Eukaryota	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus destructans
OTU_29045	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29046	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29047	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29048	Low	1774273	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter vadi
OTU_29049	Low	1302819	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Mayamaea	Mayamaea permitis
OTU_29050	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29051	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29052	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29053	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29054	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29056	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29057	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29058	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29059	Low	1346096	Eukaryota	Porifera	Demospongiae	Desmacellida	Desmacellidae	Desmacella	Desmacella cf. annexa BELUM<GBR> Mc4240
OTU_29060	Low	1929893	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	Plectosphaerella sp.
OTU_29061	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29062	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29063	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29064	High-MH	None	Eukaryota	Arthropoda	Insecta	Diptera	Scathophagidae	NA	NA
OTU_29065	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29066	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29067	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29069	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29070	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29071	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29073	High	31216	Eukaryota	Mollusca	Gastropoda	Littorinimorpha	Littorinidae	Littorina	Littorina littorea
OTU_29074	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29075	Low	1892891	Eukaryota						Amoebozoa sp.
OTU_29076	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29077	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29078	Low	79858	Eukaryota	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus pannorum
OTU_29079	Low	138538	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	Navicula cryptocephala
OTU_29080	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29081	Low	79858	Eukaryota	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus pannorum
OTU_29082	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29083	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29084	Low-MH-S	1896717;2085056	Eukaryota	Arthropoda	Insecta	Coleoptera	Staphylinidae	Euaesthetus	NA
OTU_29085	Low	2488734	Eukaryota	Ascomycota	Arthoniomycetes	Arthoniales	Arthoniaceae	Arthonia	Arthonia susa
OTU_29087	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29088	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29089	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29090	Low	239731	Eukaryota				Hartmannellidae	Hartmannella	Hartmannella cantabrigiensis
OTU_29091	Low	533303	Eukaryota	Ascomycota	Leotiomycetes			Leohumicola	Leohumicola sp. DAOM 239499
OTU_29092	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29093	Low	290618	Eukaryota	Ascomycota	Leotiomycetes			Leohumicola	Leohumicola minima
OTU_29094	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29095	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29096	Low	595373	Eukaryota	Porifera	Demospongiae	Haplosclerida	Petrosiidae	Neopetrosia	Neopetrosia exigua
OTU_29097	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29098	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29099	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29100	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29101	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29102	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29103	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29104	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29105	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29106	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29107	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_29108	None	None	NA	NA	NA	NA	NA	NA	NA
