OTU	assignmentQual	taxID	superkingdom	phylum	class	order	family	genus	species
OTU_3673	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3674	Low	1076758	Eukaryota			Himatismenida		Parvamoeba	Parvamoeba rugata
OTU_3675	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3676	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3677	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3678	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3679	Low	595373	Eukaryota	Porifera	Demospongiae	Haplosclerida	Petrosiidae	Neopetrosia	Neopetrosia exigua
OTU_3680	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3682	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3683	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3684	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3685	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3686	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3687	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3689	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3690	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3691	Low	1146997	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Haslea	Haslea sp. VL-2012
OTU_3692	Low	1529069	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp. BM10
OTU_3694	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3695	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3696	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3698	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3699	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3700	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3701	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3702	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3703	Low	1448053	Eukaryota		Oomycetes	Pythiales	Pythiaceae	Globisporangium	Globisporangium intermedium
OTU_3704	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3705	Low	65665	Eukaryota			Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba tubiashi
OTU_3706	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3707	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3708	Low	70095	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium fellutanum
OTU_3709	Low	2065310	Eukaryota		Oomycetes	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora sp. 'guadalupesoil'
OTU_3710	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3711	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3712	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3713	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3715	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3716	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3717	Low	1522452	Eukaryota	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Nannochloris	Nannochloris sp. MBTD-CMFRI-S048
OTU_3718	Low	1654810	Eukaryota				Paramoebidae	Cunea	Cunea thuwala
OTU_3719	Low	1522452	Eukaryota	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Nannochloris	Nannochloris sp. MBTD-CMFRI-S048
OTU_3720	High	172976	Eukaryota	Rhodophyta	Florideophyceae	Gracilariales	Gracilariaceae	Gracilariopsis	Gracilariopsis longissima
OTU_3721	Low	33649	Eukaryota	Bacillariophyta	Fragilariophyceae	Thalassionemales	Thalassionemataceae	Thalassionema	Thalassionema nitzschioides
OTU_3722	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3723	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3724	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3725	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3726	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3727	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3728	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3729	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3730	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3732	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3733	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3734	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3735	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3736	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3737	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3738	Low	265564	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira punctigera
OTU_3739	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3740	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3741	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3742	Low	1514138	Eukaryota	Bacillariophyta	Mediophyceae	Lithodesmiales	Lithodesmiaceae	Lithodesmium	Lithodesmium variabile
OTU_3743	Low	1955561	Eukaryota		Chrysophyceae	Chromulinales	Paraphysomonadaceae	Paraphysomonas	Paraphysomonas sp.
OTU_3744	Low	110017	Eukaryota	Arthropoda	Insecta	Coleoptera	Haliplidae	Haliplus	Haliplus laminatus
OTU_3745	Low	2856	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca closterium
OTU_3746	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3747	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3748	Low	2858	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia alba
OTU_3749	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3750	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3751	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3752	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3753	Low	1312072	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp. SA4-12
OTU_3754	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3756	Low	265581	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Psammodictyon	Psammodictyon panduriforme
OTU_3757	Low	1453365	Eukaryota	Bacillariophyta	Mediophyceae	Triceratiales	Plagiogrammaceae	Dimeregramma	Dimeregramma acutum
OTU_3758	High	89963	Eukaryota		Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa rotundata
OTU_3759	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3760	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3761	Low	1076758	Eukaryota			Himatismenida		Parvamoeba	Parvamoeba rugata
OTU_3762	Low	2065307	Eukaryota		Oomycetes	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora cf. parsiana
OTU_3763	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3764	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3765	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3766	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3767	Low	431571	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia	Pinnularia acrosphaeria
OTU_3768	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3769	Low	33653	Eukaryota			Bicosoecida	Cafeteriaceae	Cafeteria	Cafeteria roenbergensis
OTU_3770	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3771	High-MH	None	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU_3772	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3773	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3774	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3775	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3776	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3777	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3778	Low	1973073	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Mitrocomidae	Earleria	Earleria quadrata
OTU_3779	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3780	Low	5537	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula mucilaginosa
OTU_3781	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3782	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3783	Low	1892891	Eukaryota						Amoebozoa sp.
OTU_3784	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3785	Low	1977864	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. RS39
OTU_3786	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3787	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3788	Low	1262161	Eukaryota	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	Pyropia	Pyropia haitanensis
OTU_3789	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3791	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3793	High-MH	None	Eukaryota		Oomycetes	Peronosporales	Peronosporaceae	Phytophthora	NA
OTU_3794	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3795	Low	1522452	Eukaryota	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Nannochloris	Nannochloris sp. MBTD-CMFRI-S048
OTU_3796	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3797	Low	1076758	Eukaryota			Himatismenida		Parvamoeba	Parvamoeba rugata
OTU_3798	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3799	Low	1687827	Eukaryota	Arthropoda	Arachnida	Mesostigmata	Parasitidae		Parasitidae sp. BOLD:AAF9232
OTU_3800	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3801	Low	41457	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema	Skeletonema pseudocostatum
OTU_3802	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3805	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3806	Low	1522715	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Coscinodiscaceae	Coscinodiscus	Coscinodiscus sp. MBTD-CMFRI-S025
OTU_3807	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3808	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3809	Low	996801	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter reichenbachii
OTU_3810	Low	658425	Eukaryota		Oomycetes	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora pini
OTU_3811	Low	1892891	Eukaryota						Amoebozoa sp.
OTU_3812	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3813	Low	335992	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter ubique
OTU_3814	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3815	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3816	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3817	Low	1977864	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. RS39
OTU_3818	High-MH	None	Eukaryota	Chordata	Actinopteri	NA	NA	NA	NA
OTU_3819	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3820	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3821	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3822	Low	1282988	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Chaetomellaceae	Synchaetomella	Synchaetomella acerina
OTU_3823	Low	1522713	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros sp. MBTD-CMFRI-S045
OTU_3824	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3825	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3826	Low	1702228	Eukaryota		Oomycetes			Haptoglossa	Haptoglossa sp. DM2 4/12
OTU_3827	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3828	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3829	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3830	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3831	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3832	Low	2052683	Eukaryota		Oomycetes	Pythiales	Pythiaceae	Globisporangium	Globisporangium ultimum
OTU_3833	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3834	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3835	Low	65665	Eukaryota			Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba tubiashi
OTU_3836	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3837	High-MH	None	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo	NA
OTU_3838	Low	2478552	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. 140616W15
OTU_3839	Low	33649	Eukaryota	Bacillariophyta	Fragilariophyceae	Thalassionemales	Thalassionemataceae	Thalassionema	Thalassionema nitzschioides
OTU_3841	Low	1131916	Eukaryota	Arthropoda	Arachnida	Araneae	Clubionidae	Clubiona	Clubiona cambridgei
OTU_3842	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3843	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3844	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3845	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3846	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3847	Low	1977864	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. RS39
OTU_3848	Low	944595	Eukaryota		Oomycetes	Saprolegniales	Saprolegniaceae	Brevilegnia	Brevilegnia unisperma
OTU_3849	High	210454	Eukaryota	Bacillariophyta	Fragilariophyceae	Rhabdonematales	Grammatophoraceae	Grammatophora	Grammatophora oceanica
OTU_3850	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3851	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3852	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3853	Low	2249798	Eukaryota	Arthropoda	Insecta	Hemiptera			Hemiptera sp. BIOUG03768-E03
OTU_3854	High	247613	Eukaryota	Arthropoda	Collembola	Entomobryomorpha	Entomobryidae	Entomobrya	Entomobrya multifasciata
OTU_3855	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3856	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3857	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3858	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3859	Low	1977864	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. RS39
OTU_3860	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3861	Low	1892891	Eukaryota						Amoebozoa sp.
OTU_3862	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3863	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3864	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3865	Low	1388755	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. HIMB1321
OTU_3866	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3867	Low	335992	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter ubique
OTU_3868	Low	265559	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	Navicula ramosissima
OTU_3869	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3870	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3871	Low	1977864	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. RS39
OTU_3872	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3873	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3874	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3875	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3876	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3877	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3878	Low	1702228	Eukaryota		Oomycetes			Haptoglossa	Haptoglossa sp. DM2 4/12
OTU_3879	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3880	Low	2858	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia alba
OTU_3881	Low	547546	Eukaryota	Annelida	Polychaeta	Capitellida	Capitellidae	Dasybranchus	Dasybranchus sp. DH1
OTU_3882	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3883	Low	1702228	Eukaryota		Oomycetes			Haptoglossa	Haptoglossa sp. DM2 4/12
OTU_3884	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3885	High	1582901	Eukaryota	Arthropoda	Malacostraca	Amphipoda	Corophiidae	Monocorophium	Monocorophium insidiosum
OTU_3886	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3887	Low	65659	Eukaryota			Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba comandoni
OTU_3888	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3889	High-MH	None	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	NA
OTU_3890	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3891	Low	31471	Eukaryota	Rhodophyta	Florideophyceae	Gracilariales	Gracilariaceae	Gracilaria	Gracilaria pacifica
OTU_3892	Low	2125992	Eukaryota		Oomycetes	Pythiales	Pythiaceae	Globisporangium	Globisporangium acanthophoron
OTU_3893	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3894	Low	4781	Eukaryota		Oomycetes	Peronosporales	Peronosporaceae	Plasmopara	Plasmopara halstedii
OTU_3895	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3896	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3897	Low	289986	Eukaryota			Physariida	Didymiaceae	Didymium	Didymium minus
OTU_3898	High	31403	Eukaryota	Rhodophyta	Florideophyceae	Gelidiales	Gelidiaceae	Gelidium	Gelidium pusillum
OTU_3899	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3900	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3901	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3902	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3903	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3904	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3905	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3906	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3907	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3908	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3909	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3910	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3911	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3912	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3913	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3914	Low	1899534	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Zancleidae	Zanclea	Zanclea implexa
OTU_3915	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3917	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3918	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3919	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3920	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3921	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3922	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3923	Low	1680875	Eukaryota	Annelida	Polychaeta	Terebellida	Terebellidae		Terebellidae sp. BOLD:ACO5523
OTU_3924	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3925	Low	98051	Eukaryota		Synurophyceae	Ochromonadales	Ochromonadaceae	Poterioochromonas	Poterioochromonas stipitata
OTU_3926	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3927	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3928	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3929	Low	1892891	Eukaryota						Amoebozoa sp.
OTU_3930	Low	65665	Eukaryota			Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba tubiashi
OTU_3931	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3932	High	645348	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	Clytia	Clytia languida
OTU_3933	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3934	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3935	Low	996801	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter reichenbachii
OTU_3936	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3937	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3938	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3939	Low	1892891	Eukaryota						Amoebozoa sp.
OTU_3940	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3941	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3942	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3943	Low	2201168	Eukaryota				Vannellidae	Clydonella	Clydonella sawyeri
OTU_3944	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3945	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3946	Low	77931	Eukaryota	Cryptophyta		Pyrenomonadales	Geminigeraceae	Teleaulax	Teleaulax amphioxeia
OTU_3947	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3948	Low	2065307	Eukaryota		Oomycetes	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora cf. parsiana
OTU_3949	Low	1841648	Eukaryota		Chrysophyceae	Chromulinales	Chromulinaceae	Pedospumella	Pedospumella sinomuralis
OTU_3950	High	41875	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos
OTU_3951	High	176853	Eukaryota	Mollusca	Gastropoda	Littorinimorpha	Calyptraeidae	Crepidula	Crepidula fornicata
OTU_3952	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3954	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3955	Low	2856	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca closterium
OTU_3957	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3958	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3959	High	7725	Eukaryota	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Styela	Styela clava
OTU_3960	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3961	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3962	Low	41457	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema	Skeletonema pseudocostatum
OTU_3963	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3964	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3965	Low	1769912	Eukaryota	Arthropoda	Insecta	Hymenoptera	Braconidae	Parapanteles	Parapanteles athamasae
OTU_3966	Low	64929	Eukaryota		Phaeophyceae	Ectocarpales	Chordariaceae	Laminarionema	Laminarionema elsbetiae
OTU_3967	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3968	Low	1076758	Eukaryota			Himatismenida		Parvamoeba	Parvamoeba rugata
OTU_3969	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3970	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3971	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3972	Low	216741	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Sellaphora	Sellaphora pupula
OTU_3973	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3975	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3976	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3977	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3978	Low	2301598	Eukaryota				Vexilliferidae	Vexillifera	Vexillifera kereti
OTU_3979	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3980	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3981	Low	1892891	Eukaryota						Amoebozoa sp.
OTU_3982	High-MH	None	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
OTU_3983	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3984	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3985	High-MH	None	Eukaryota	Chordata	Actinopteri	Osmeriformes	Osmeridae	Hypomesus	NA
OTU_3986	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3988	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3990	Low	2058135	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Olleya	Olleya sp. Bg11-27
OTU_3991	Low	82926	Eukaryota		Oomycetes	Pythiales	Pythiaceae	Pythium	Pythium splendens
OTU_3992	Low	1892891	Eukaryota						Amoebozoa sp.
OTU_3993	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3994	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3995	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3996	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3997	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_3998	Low	33653	Eukaryota			Bicosoecida	Cafeteriaceae	Cafeteria	Cafeteria roenbergensis
OTU_4000	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_4001	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_4002	Low	1522452	Eukaryota	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Nannochloris	Nannochloris sp. MBTD-CMFRI-S048
OTU_4003	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_4004	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_4005	High	179961	Eukaryota	Mollusca	Gastropoda	Littorinimorpha	Hydrobiidae	Peringia	Peringia ulvae
OTU_4006	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_4007	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_4008	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_4009	High	128124	Eukaryota	Cnidaria	Hydrozoa	Limnomedusae	Olindiidae	Craspedacusta	Craspedacusta sowerbii
OTU_4010	None	None	NA	NA	NA	NA	NA	NA	NA
